Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,PX-64M5M,Plextor,M5M mSATA 64GB,617,64.2,47,https://ssd.userbenchmark.com/SpeedTest/1638/PLEXTOR-PX-64M5M
SSD,,Samsung,PM830 mSATA 256GB,618,64.1,2665,https://ssd.userbenchmark.com/SpeedTest/3903/SAMSUNG-SSD-PM830-mSATA-256GB
SSD,,PNY,SSD2SC240G5LC726B104-298 240GB,619,64.1,93,https://ssd.userbenchmark.com/SpeedTest/10419/SSD2SC240G5LC726B104-298
SSD,,Liteonit,LCT-128M3S 128GB,620,64.1,845,https://ssd.userbenchmark.com/SpeedTest/4678/LITEONIT-LCT-128M3S
SSD,SD5SF2-128G,SanDisk,X100 mSATA 128GB,621,64,113,https://ssd.userbenchmark.com/SpeedTest/7539/SanDisk-SD5SF2128G
SSD,MZ7PC256HAFU,Samsung,PM830 256GB,622,64,871,https://ssd.userbenchmark.com/SpeedTest/5924/SAMSUNG-MZ7PC256HAFU-000H1
SSD,MZ-7PC128B/WW,Samsung,830 128GB,623,63.8,13932,https://ssd.userbenchmark.com/Samsung-830-128GB/Rating/1926
SSD,SD6SF1M-128G-1022,SanDisk,X110 mSATA 128GB,624,63.8,624,https://ssd.userbenchmark.com/SanDisk-X110-mSATA-128GB/Rating/2213
SSD,TS128GSSD340,Transcend,SSD340 128GB,625,63.7,978,https://ssd.userbenchmark.com/SpeedTest/5472/TS128GSSD340
SSD,,Goodram,C100 120GB,626,63.6,191,https://ssd.userbenchmark.com/SpeedTest/5675/GOODRAM-C100
SSD,CT120BX500SSD1,Crucial,BX500 120GB,627,63.5,700,https://ssd.userbenchmark.com/SpeedTest/576784/CT120BX500SSD1
SSD,SD6SN1M-128G,SanDisk,X110 SATA M.2 128GB,628,63.5,245,https://ssd.userbenchmark.com/SpeedTest/9934/SanDisk-SD6SN1M128G1002
SSD,VTX4-25SAT3-64G,OCZ,Vertex 4 64GB,629,63.5,358,https://ssd.userbenchmark.com/SpeedTest/1650/OCZ-VERT-OCZ-VERTEX4
SSD,SD6SP1M-128G-1012,SanDisk,X110 SATA M.2 128GB,630,63.5,534,https://ssd.userbenchmark.com/SpeedTest/20731/SanDisk-SD6SP1M128G1012
SSD,MKNSSDCR240GB,Mushkin,Chronos 240GB,631,63.4,395,https://ssd.userbenchmark.com/Mushkin-Chronos-240GB/Rating/1622
SSD,,Samsung,MZ7TE128HMGR-000L1 128GB,632,63.4,1470,https://ssd.userbenchmark.com/SpeedTest/9061/SAMSUNG-MZ7TE128HMGR-000L1
SSD,CSSD-F180GBGS-BK,Corsair,Force GS 180GB,633,63.4,417,https://ssd.userbenchmark.com/SpeedTest/1010/Corsair-Force-GS
SSD,MKNSSDCR120GB-DX,Mushkin,Chronos Deluxe 120GB,634,63.4,211,https://ssd.userbenchmark.com/SpeedTest/4583/MKNSSDCR120GB-DX
SSD,PW120GS25SSDR,Patriot,Wildfire 120GB,635,63.3,161,https://ssd.userbenchmark.com/Patriot-Wildfire-120GB/Rating/2235
SSD,TL100-25SAT3-240G,Toshiba,OCZ TL100 240GB,636,63.1,3346,https://ssd.userbenchmark.com/SpeedTest/182236/TOSHIBA-TL100
SSD,,OCZ,AGILITY4 512GB,637,63.1,83,https://ssd.userbenchmark.com/SpeedTest/11959/OCZ-AGILITY4
SSD,SSDSC2BF240A5L,Intel,SSD Pro 2500 Series 240GB,638,62.8,563,https://ssd.userbenchmark.com/SpeedTest/21454/INTEL-SSDSC2BF240A5L
SSD,SSDSC2BF240H501,Intel,SSD Pro 2500 Series 240GB,638,62.8,563,https://ssd.userbenchmark.com/SpeedTest/21454/INTEL-SSDSC2BF240A5L
SSD,SHFS37A/120G,HyperX,Fury 120GB,639,62.7,3418,https://ssd.userbenchmark.com/HyperX-Fury-120GB/Rating/2586
SSD,SD8SB8U-128G-1122,SanDisk,X400 128GB,640,62.7,370,https://ssd.userbenchmark.com/SpeedTest/68942/SanDisk-SD8SB8U128G1122
SSD,PB240GS25SSDR,Patriot,Blaze 240GB,641,62.6,604,https://ssd.userbenchmark.com/SpeedTest/19971/Patriot-Blaze
SSD,,Geil,Zenith S3 120GB,642,62.5,119,https://ssd.userbenchmark.com/SpeedTest/18730/GeIL-ZENITH-S3-120GB
SSD,,Apple,SM512E 500GB,643,62.5,208,https://ssd.userbenchmark.com/SpeedTest/2941/APPLE-SSD-SM512E
SSD,MKNSSDEC240GB,Mushkin,ECO2 240GB,644,62.3,531,https://ssd.userbenchmark.com/SpeedTest/24676/MKNSSDEC240GB
SSD,SSDMCEAC180B301,Intel,525 Series mSATA 180GB,645,62.2,26,https://ssd.userbenchmark.com/SpeedTest/14110/INTEL-SSDMCEAC180B3
SSD,,OCZ,VERTEX2 240GB,646,62.2,7,https://ssd.userbenchmark.com/SpeedTest/127/OCZ-VERTEX2
SSD,RVD3-FHPX4-240G,OCZ,RevoDrive 3 PCIe 240GB,647,62.1,422,https://ssd.userbenchmark.com/SpeedTest/1346/OCZ-REVODRIVE3
SSD,,Samsung,MZ7TD256HAFV-000L7 256GB,648,61.9,2316,https://ssd.userbenchmark.com/SpeedTest/2342/SAMSUNG-MZ7TD256HAFV-000L7
SSD,,,MXSSD3MDSF-120G 120GB,649,61.9,4,https://ssd.userbenchmark.com/SpeedTest/10325/MXSSD3MDSF-120G
SSD,HDTS712XZSTA,Toshiba,Q300 120GB,650,61.8,1100,https://ssd.userbenchmark.com/SpeedTest/35283/TOSHIBA-Q300
SSD,HDTS712EZSTA,Toshiba,Q300 120GB,650,61.8,1100,https://ssd.userbenchmark.com/SpeedTest/35283/TOSHIBA-Q300
SSD,SV300S37A/240G,Kingston,SSDNow V300 240GB,651,61.8,65772,https://ssd.userbenchmark.com/Kingston-SSDNow-V300-240GB/Rating/1817
SSD,PP240GS25SSDR,Patriot,Pyro 240GB,652,61.6,298,https://ssd.userbenchmark.com/SpeedTest/9501/Patriot-Pyro-SSD
SSD,,Apple,SM768E 751GB,653,61.6,85,https://ssd.userbenchmark.com/SpeedTest/4350/APPLE-SSD-SM768E
SSD,SSDSC2BB120G4,Intel,S3500 Series 120GB,654,61.5,177,https://ssd.userbenchmark.com/SpeedTest/10755/INTEL-SSDSC2BB120G4
SSD,,Adata,SX300 256GB,655,61.4,68,https://ssd.userbenchmark.com/SpeedTest/3900/ADATA-SX300
SSD,,Apple,SM256E 251GB,656,61.4,374,https://ssd.userbenchmark.com/SpeedTest/1438/APPLE-SSD-SM256E
SSD,,Adata,SX910 128GB,657,61.4,204,https://ssd.userbenchmark.com/SpeedTest/444/ADATA-SX910
SSD,,Mushkin,MKNSSDCR120GB-MX 120GB,658,61.3,114,https://ssd.userbenchmark.com/SpeedTest/1448/MKNSSDCR120GB-MX
SSD,SD8SBAT-128G-1122,SanDisk,Z400s 128GB,659,61.2,3444,https://ssd.userbenchmark.com/SpeedTest/34216/SanDisk-SD8SBAT128G1122
SSD,THNSNS128GMCP,Toshiba,THNSNS Series mSATA PCI-E 128GB ,660,61.2,379,https://ssd.userbenchmark.com/SpeedTest/3823/TOSHIBA-THNSNS128GMCP
SSD,,Sandisk,SD5SG2256G1052E 256GB,661,61.2,308,https://ssd.userbenchmark.com/SpeedTest/2816/SanDisk-SD5SG2256G1052E
SSD,MZ7PC128HAFU,Samsung,PM830 128GB,662,61.1,3779,https://ssd.userbenchmark.com/SpeedTest/3368/SAMSUNG-MZ7PC128HAFU-000H1
SSD,,Kingston,SVP100S296G 96GB,663,61,4,https://ssd.userbenchmark.com/SpeedTest/2336/KINGSTON-SVP100S296G
SSD,,Samsung,MZ7TD512HAGM-000L1 512GB,664,61,291,https://ssd.userbenchmark.com/SpeedTest/3479/SAMSUNG-MZ7TD512HAGM-000L1
SSD,ASU650SS-120GT-C,Adata,SU650 120GB,665,60.9,3912,https://ssd.userbenchmark.com/SpeedTest/359434/ADATA-SU650
SSD,,Liteonit,DMT-80 11GB,666,60.6,570,https://ssd.userbenchmark.com/SpeedTest/5740/LITEONIT-DMT-80
SSD,,Samsung,MZMTE256HMHP-000L1 256GB,667,60.6,627,https://ssd.userbenchmark.com/SpeedTest/12653/SAMSUNG-MZMTE256HMHP-000L1
SSD,CT120M500SSD3,Crucial,M500 mSATA 120GB,668,60.3,507,https://ssd.userbenchmark.com/SpeedTest/6146/Crucial-CT120M500SSD3
SSD,,Apple,SD512E 500GB,669,60.2,121,https://ssd.userbenchmark.com/SpeedTest/6934/APPLE-SSD-SD512E
SSD,,PNY,SSD2SC120GE2DA08B-T 120GB,670,60.2,45,https://ssd.userbenchmark.com/SpeedTest/6740/SSD2SC120GE2DA08B-T
SSD,SDSSDA-240G-G25,SanDisk,SSD Plus 240GB,671,60.2,49513,https://ssd.userbenchmark.com/SpeedTest/25612/SanDisk-SDSSDA240G
SSD,SDSSDA-240G-G26,SanDisk,SSD Plus 240GB,671,60.2,49513,https://ssd.userbenchmark.com/SpeedTest/25612/SanDisk-SDSSDA240G
SSD,TS128GSSD720,Transcend,SSD720 128GB,672,60.2,230,https://ssd.userbenchmark.com/SpeedTest/8724/TS128GSSD720
SSD,,Goodram,C40 240GB,673,60.2,254,https://ssd.userbenchmark.com/SpeedTest/13085/GOODRAM-C40
SSD,TRN100-25SAT3-960G,OCZ,Trion 100 960GB,674,60,462,https://ssd.userbenchmark.com/SpeedTest/34219/OCZ-TRION100
SSD,MZ-7TD120BW,Samsung,840 120GB,675,59.9,18434,https://ssd.userbenchmark.com/Samsung-840-120GB/Rating/2263
SSD,SDSSDHP-064-G25,SanDisk,Ultra Plus 64GB,676,59.7,630,https://ssd.userbenchmark.com/SpeedTest/6401/SanDisk-SDSSDHP064G
SSD,,Mushkin,MKNSSDAT240GB-DX 240GB,677,59.7,96,https://ssd.userbenchmark.com/SpeedTest/85/MKNSSDAT240GB-DX
SSD,CT256M4SSD2,Crucial,M4 256GB,678,59.7,7066,https://ssd.userbenchmark.com/Crucial-M4-256GB/Rating/372
SSD,SSDSCKGF180A4L,Intel,SSD Pro 1500 Series 180GB,679,59.6,109,https://ssd.userbenchmark.com/SpeedTest/6511/INTEL-SSDSCKGF180A4L
SSD,,,HFS256G3AMNB-2200A 256GB,680,59.6,812,https://ssd.userbenchmark.com/SpeedTest/4739/HFS256G3AMNB-2200A
SSD,RVD3-FHPX4-120G,OCZ,RevoDrive 3 PCIe 120GB,681,59.5,357,https://ssd.userbenchmark.com/SpeedTest/3116/OCZ-REVODRIVE3
SSD,AS511S3-120GM-C,Adata,S511 120GB,682,59.5,337,https://ssd.userbenchmark.com/SpeedTest/4509/ADATA-SSD-S511-120GB
SSD,,Samsung,MZMTE256HMHP-000SO 256GB,683,59.4,20,https://ssd.userbenchmark.com/SpeedTest/12855/SAMSUNG-MZMTE256HMHP-000SO
SSD,TRN100-25SAT3-120G,OCZ,Trion 100 120GB,684,59.4,1948,https://ssd.userbenchmark.com/SpeedTest/32000/OCZ-TRION100
SSD,CT128M4SSD2,Crucial,M4 128GB,685,59.4,14001,https://ssd.userbenchmark.com/Crucial-M4-128GB/Rating/1929
SSD,SSDSC2BW480H601,Intel,535 Series 480GB,686,59.4,1214,https://ssd.userbenchmark.com/SpeedTest/29709/INTEL-SSDSC2BW480H6
SSD,PPSE120GS25SSDR,Patriot,Pyro SE 120GB,687,59.3,223,https://ssd.userbenchmark.com/Patriot-Pyro-SE-120GB/Rating/2233
SSD,SMS200S3/120G,Kingston,SSDNow mS200 mSATA 120GB,688,59.3,783,https://ssd.userbenchmark.com/SpeedTest/536/KINGSTON-SMS200S3120G
SSD,TL100-25SAT3-120G,Toshiba,OCZ TL100 120GB,689,59.1,899,https://ssd.userbenchmark.com/SpeedTest/184159/TOSHIBA-TL100
SSD,,Apple,SM128E 121GB,690,59,108,https://ssd.userbenchmark.com/SpeedTest/8955/APPLE-SSD-SM128E
SSD,TS128GMSA340,Transcend,MSA340 mSATA 128GB,691,59,8,https://ssd.userbenchmark.com/SpeedTest/20186/TS128GMSA340
SSD,,Samsung,MZNTD512HAGL-000L1 512GB,692,59,96,https://ssd.userbenchmark.com/SpeedTest/6200/SAMSUNG-MZNTD512HAGL-000L1
SSD,,Samsung,MZMTD512HAGL-00000 512GB,693,58.9,282,https://ssd.userbenchmark.com/SpeedTest/298/SAMSUNG-MZMTD512HAGL-00000
SSD,SSDSC2CW480A3,Intel,520 Series 480GB,694,58.8,652,https://ssd.userbenchmark.com/SpeedTest/9939/INTEL-SSDSC2CW480A3
SSD,SH103S3/480G,Kingston,HyperX 3K 480GB,695,58.8,790,https://ssd.userbenchmark.com/SpeedTest/8665/KINGSTON-KINGSTON-SH103S3
SSD,,OCZ,VERTEX3 60GB,696,58.7,1967,https://ssd.userbenchmark.com/SpeedTest/1912/OCZ-VERTEX3
SSD,,Spcc,Solid State Disk 120GB,697,58.5,7731,https://ssd.userbenchmark.com/SpeedTest/12061/SPCC-Solid-State-Disk
SSD,,Mushkin,MKNSSDAT120GB-DX 120GB,698,58.4,148,https://ssd.userbenchmark.com/SpeedTest/6436/MKNSSDAT120GB-DX
SSD,CSSD-F480GBGS-BK,Corsair,Force GS 480GB,699,58.2,245,https://ssd.userbenchmark.com/SpeedTest/7580/Corsair-Force-GS
SSD,CT256M4SSD3,Crucial,M4 256GB mSATA,700,57.9,18,https://ssd.userbenchmark.com/SpeedTest/5098/M4-CT256-M4-CT256M4SSD3
SSD,VTX3-25SAT3-480G,OCZ,Vertex 3 480GB,701,57.9,87,https://ssd.userbenchmark.com/SpeedTest/4908/OCZ-VERTEX3
SSD,,Kingston,SKC100S3120G 120GB,702,57.7,118,https://ssd.userbenchmark.com/SpeedTest/5074/KINGSTON-SKC100S3120G
SSD,2DP98AA#ABC,HP,S700 250GB,703,57.7,507,https://ssd.userbenchmark.com/SpeedTest/332066/HP-SSD-S700-250GB
SSD,SA400S37/120G,Kingston,A400 120GB,704,57.7,21370,https://ssd.userbenchmark.com/SpeedTest/229920/KINGSTON-SA400S37120G
SSD,,Intel,510 Series 250GB,705,57.6,333,https://ssd.userbenchmark.com/SpeedTest/2447/INTEL-SSDSC2MH250A2
SSD,SD8SNAT-128G,SanDisk,X400s SATA M.2 128GB,706,57.6,18,https://ssd.userbenchmark.com/SpeedTest/33396/SanDisk-SD8SNAT128G
SSD,,OCZ,VERTEX3 90GB,707,57.5,519,https://ssd.userbenchmark.com/SpeedTest/1586/OCZ-VERTEX3
SSD,SV310S37A/960G,Kingston,SSDNow V310 960GB,708,57.5,60,https://ssd.userbenchmark.com/SpeedTest/15065/KINGSTON-SV310S37A960G
SSD,SSDMCEAC120B301,Intel,525 Series mSATA 120GB,709,57.5,376,https://ssd.userbenchmark.com/SpeedTest/5314/INTEL-SSDMCEAC120B3
SSD,,Kingston,RBU-SMS100S3128GA 128GB,710,57.4,179,https://ssd.userbenchmark.com/SpeedTest/10832/KINGSTON-RBU-SMS100S3128GA
SSD,,Samsung,PM841 2.5" 256GB,711,57.2,461,https://ssd.userbenchmark.com/SpeedTest/5077/SAMSUNG-SSD-PM841-25--7
SSD,CSSD-F90GBGT-BK,Corsair,Force GT 90GB,712,56.9,430,https://ssd.userbenchmark.com/SpeedTest/2377/Corsair-Force-GT
SSD,SD6SB1M-064G,SanDisk,X110 64GB,713,56.7,377,https://ssd.userbenchmark.com/SpeedTest/8361/SanDisk-SD6SB1M064G
SSD,,Samsung,MZMTE256HMHP-000MV 256GB,714,56.7,1423,https://ssd.userbenchmark.com/SpeedTest/12210/SAMSUNG-MZMTE256HMHP-000MV
SSD,,PNY,XLR8 Pro 480GB,715,56.6,10,https://ssd.userbenchmark.com/SpeedTest/23219/SSD2SC480GC4DA16T-T
SSD,SDSSDA-120G-G25,SanDisk,SSD Plus 120GB,716,56.5,34985,https://ssd.userbenchmark.com/SpeedTest/24452/SanDisk-SDSSDA120G
SSD,SDSSDA-120G-G26,SanDisk,SSD Plus 120GB,716,56.5,34985,https://ssd.userbenchmark.com/SpeedTest/24452/SanDisk-SDSSDA120G
SSD,ASX900S3-512GM-C,Adata,XPG SX900 512GB,717,56.5,689,https://ssd.userbenchmark.com/SpeedTest/5993/ADATA-SX900
SSD,,Samsung,PM830 64GB,718,56.5,22,https://ssd.userbenchmark.com/SpeedTest/3969/SAMSUNG-SSD-PM83
SSD,,Toshiba,THNSNS064GMCP 64GB,719,56.5,41,https://ssd.userbenchmark.com/SpeedTest/11198/TOSHIBA-THNSNS064GMCP
SSD,SKC300S37A/60G,Kingston,SSDNow KC300 60GB,720,56.3,330,https://ssd.userbenchmark.com/SpeedTest/8566/KINGSTON-SKC300S37A60G
SSD,SKC300S37A/480G,Kingston,SSDNow KC300 480GB,721,56.3,270,https://ssd.userbenchmark.com/SpeedTest/13063/KINGSTON-SKC300S37A480G
SSD,TRN100-25SAT3-480G,OCZ,Trion 100 480GB,722,56.2,781,https://ssd.userbenchmark.com/SpeedTest/32318/OCZ-TRION100
SSD,SSDSCMMW240A3L,Intel,521 Series 240GB,723,56,279,https://ssd.userbenchmark.com/SpeedTest/6283/INTEL-SSDSCMMW240A3L
SSD,SDSSDX-480G-G25,SanDisk,Extreme 480GB,724,55.6,484,https://ssd.userbenchmark.com/SpeedTest/9517/SanDisk-SDSSDX48
SSD,,Intel,SSDMCEAW120A4 120GB,725,55.5,92,https://ssd.userbenchmark.com/SpeedTest/8790/INTEL-SSDMCEAW120A4
SSD,CSSD-F480GBGT-BK,Corsair,Force GT 480GB,726,55.5,131,https://ssd.userbenchmark.com/SpeedTest/12025/Corsair-Force-GT
SSD,,Liteonit,LMT-19nmBGA-64G 64GB,727,55.4,83,https://ssd.userbenchmark.com/SpeedTest/7220/LITEONIT-LMT-19nmBGA-64G
SSD,CSSD-F360GBGS-BK,Corsair,Force GS 360GB,728,55.3,235,https://ssd.userbenchmark.com/SpeedTest/6890/Corsair-Force-GS
SSD,,Samsung,MZMPC256HBGJ-000H1 256GB,729,55.3,239,https://ssd.userbenchmark.com/SpeedTest/2935/SAMSUNG-MZMPC256HBGJ-000H1
SSD,SH103S3/90G,Kingston,HyperX 3K 90GB,730,55.3,224,https://ssd.userbenchmark.com/SpeedTest/3217/KINGSTON-SH103S390G
SSD,,PNY,SSD2SC120G5LC709B121-510 120GB,731,55.2,166,https://ssd.userbenchmark.com/SpeedTest/11896/SSD2SC120G5LC709B121-510
SSD,SSDSC2BF120A5,Intel,SSD Pro 2500 Series 120GB,732,55.2,35,https://ssd.userbenchmark.com/SpeedTest/23404/INTEL-SSDSC2BF120A5
SSD,SSDSC2BF120H501,Intel,SSD Pro 2500 Series 120GB,732,55.2,35,https://ssd.userbenchmark.com/SpeedTest/23404/INTEL-SSDSC2BF120A5
SSD,,Adata,SX300 128GB,733,54.8,157,https://ssd.userbenchmark.com/SpeedTest/4472/ADATA-SX300
SSD,C400-MTFDDAK256MAM,Micron,C400 RealSSD 256GB,734,54.8,3654,https://ssd.userbenchmark.com/SpeedTest/5949/C400-MTFDDAK256MAM
SSD,,Adata,SP600 64GB,735,54.7,573,https://ssd.userbenchmark.com/SpeedTest/6806/ADATA-SP600
SSD,C400-MTFDDAK128MAM,Micron,C400 RealSSD 128GB,736,54.7,3328,https://ssd.userbenchmark.com/SpeedTest/4661/C400-MTFDDAK128MAM
SSD,CSSD-N64GB3-BK,Corsair,Neutron 64GB,737,54.7,116,https://ssd.userbenchmark.com/SpeedTest/4447/Corsair-Neutron-SSD
SSD,,Team,XS3 SSD 120GB,738,54.7,125,https://ssd.userbenchmark.com/SpeedTest/7195/TEAM-XS3--SSD
SSD,,Samsung,MZNTD256HAGL-00000 256GB,739,54.6,630,https://ssd.userbenchmark.com/SpeedTest/396/SAMSUNG-MZNTD256HAGL-00000
SSD,WDS240G1G0A,WD,Green 240GB (2016),740,54.3,6919,https://ssd.userbenchmark.com/SpeedTest/204096/WDC-WDS240G1G0A-00SS50
SSD,CSSD-F60GBGT-BK,Corsair,Force GT 60GB,741,54.3,1010,https://ssd.userbenchmark.com/SpeedTest/1231/Corsair-Force-GT
SSD,,Intel,SSDSC2CT080A4 80GB,742,54.2,174,https://ssd.userbenchmark.com/SpeedTest/6435/INTEL-SSDSC2CT080A4
SSD,MKNSSDCR480GB-DX,Mushkin,Chronos Deluxe 480GB,743,54.1,50,https://ssd.userbenchmark.com/SpeedTest/7111/MKNSSDCR480GB-DX
SSD,WDS240G1G0B,WD,Green SATA M.2 240GB,744,53.9,1936,https://ssd.userbenchmark.com/SpeedTest/211712/WDC-WDS240G1G0B-00RC30
SSD,CT064M4SSD2,Crucial,M4 64GB,745,53.8,3007,https://ssd.userbenchmark.com/SpeedTest/1215/M4-CT064M4SSD2
SSD,CSSD-F60GBLS,Corsair,Force LS 60GB,746,53.8,1143,https://ssd.userbenchmark.com/SpeedTest/4499/Corsair-Force-LS-SSD
SSD,,Samsung,MZMPC128HBFU-000L1 128GB,747,53.6,870,https://ssd.userbenchmark.com/SpeedTest/157/SAMSUNG-MZMPC128HBFU-000L1
SSD,WDS120G1G0B,WD,Green SATA M.2 120GB,748,53.5,2791,https://ssd.userbenchmark.com/SpeedTest/203345/WDC-WDS120G1G0B-00RC30
SSD,CT128M4SSD3,Crucial,M4 128GB mSATA,749,53.4,223,https://ssd.userbenchmark.com/SpeedTest/6566/M4-CT128M4SSD3
SSD,SSDSC2CW060A3,Intel,520 Series 60GB,750,53.4,568,https://ssd.userbenchmark.com/SpeedTest/7251/INTEL-SSDSC2CW060A3
SSD,CTFDDAC256MAG,Crucial,RealSSD C300 256GB,751,53.4,424,https://ssd.userbenchmark.com/Crucial-RealSSD-C300-256GB/Rating/370
SSD,TS64GSSD370,Transcend,SSD370 64GB,752,53.3,174,https://ssd.userbenchmark.com/SpeedTest/17734/TS64GSSD370
SSD,TS64GMSA370,Transcend,MSA370 mSATA 64GB,753,53.1,53,https://ssd.userbenchmark.com/SpeedTest/23905/TS64GMSA370
SSD,SSDSC2CT060A3,Intel,330 Series 60GB,754,53,994,https://ssd.userbenchmark.com/SpeedTest/2796/INTEL-SSDSC2CT060A3
SSD,MZ-7PC064B/WW,Samsung,830 64GB,755,53,1176,https://ssd.userbenchmark.com/SpeedTest/1525/SAMSUNG-SSD-830-Series
SSD,TS128GMSA720,Transcend,MSA720 mSATA 128GB,756,52.9,83,https://ssd.userbenchmark.com/SpeedTest/18688/TS128GMSA720
SSD,,Adata,XM11 128GB,757,52.8,91,https://ssd.userbenchmark.com/SpeedTest/6599/ADATA-XM11-128GB
SSD,AGT3-25SAT3-240G,OCZ,Agility 3 240GB,758,52.5,4388,https://ssd.userbenchmark.com/OCZ-Agility-3-240GB/Rating/369
SSD,SV300S37A/120G,Kingston,SSDNow V300 120GB,759,52.5,146611,https://ssd.userbenchmark.com/Kingston-SSDNow-V300-120GB/Rating/1892
SSD,WDS120G1G0A,WD,Green 120GB (2016),760,52.5,8014,https://ssd.userbenchmark.com/SpeedTest/201586/WDC-WDS120G1G0A-00SS50
SSD,CSSD-F240GB3-BK,Corsair,Force 3 240GB,761,52.4,2672,https://ssd.userbenchmark.com/Corsair-Force-3-240GB/Rating/1454
SSD,SDSSDA-480G-G25,SanDisk,SSD Plus 480GB,762,52.3,5470,https://ssd.userbenchmark.com/SpeedTest/131770/SanDisk-SDSSDA480G
SSD,SDSSDA-480G-G26,SanDisk,SSD Plus 480GB,762,52.3,5470,https://ssd.userbenchmark.com/SpeedTest/131770/SanDisk-SDSSDA480G
SSD,MKNSSDEC120GB,Mushkin,ECO2 120GB,763,52.3,462,https://ssd.userbenchmark.com/SpeedTest/24915/MKNSSDEC120GB
SSD,SSDSC2MH120A2,Intel,510 Series 120GB,764,52.2,931,https://ssd.userbenchmark.com/SpeedTest/1357/INTEL-SSDSC2MH120A2
SSD,,Samsung,MZMTD256HAGM-000L1 256GB,765,52.1,596,https://ssd.userbenchmark.com/SpeedTest/505/SAMSUNG-MZMTD256HAGM-000L1
SSD,ASX900S3-64GM-C,Adata,XPG SX900 64GB,766,52,354,https://ssd.userbenchmark.com/SpeedTest/3799/ADATA-SX900
SSD,,Samsung,PM830 mSATA 128GB,767,52,347,https://ssd.userbenchmark.com/SpeedTest/5211/SAMSUNG-SSD-PM830-mSATA-128GB
SSD,SD6SF1M-064G-1022,SanDisk,X110 mSATA 64GB,768,51.8,10,https://ssd.userbenchmark.com/SpeedTest/15608/SanDisk-SD6SF1M064G1022
SSD,,Team,L3 SSD 120GB,769,51.8,446,https://ssd.userbenchmark.com/SpeedTest/9314/TEAM-L3-SSD-120GB
SSD,SSD9SC240GMDA-RB,PNY,XLR8 240GB,770,51.7,341,https://ssd.userbenchmark.com/SpeedTest/4356/SSD2SC240GC2DH16T-T
SSD,SSD2SC240GC2DH16T,PNY,XLR8 240GB,770,51.7,341,https://ssd.userbenchmark.com/SpeedTest/4356/SSD2SC240GC2DH16T-T
SSD,,Samsung,MZ7TD128HAFV-000L1 128GB,771,51.7,1297,https://ssd.userbenchmark.com/SpeedTest/2753/SAMSUNG-MZ7TD128HAFV-000L1
SSD,SSDSCMMW180A3L,Intel,521 Series 180GB,772,51.5,174,https://ssd.userbenchmark.com/SpeedTest/11361/INTEL-SSDSCMMW180A3L
SSD,MTFDDAT256MAM-1K2,Micron,C400 RealSSD mSATA 256GB,773,51.4,229,https://ssd.userbenchmark.com/SpeedTest/4639/MTFDDAT256MAM-1K2
SSD,,Kingston,SS200S330G 30GB,774,51.4,92,https://ssd.userbenchmark.com/SpeedTest/8275/KINGSTON-SS200S330G
SSD,,Crucial,C300-CTFDDAC128MAG 128GB,775,51,1111,https://ssd.userbenchmark.com/SpeedTest/3591/C300-CTFDDAC128MAG
SSD,,PNY,SSD2SC240G726A104-474-27753 240GB,776,50.8,37,https://ssd.userbenchmark.com/SpeedTest/5288/SSD2SC240G726A104-474-27753
SSD,SV300S37A/480G,Kingston,SSDNow V300 480GB,777,50.5,6003,https://ssd.userbenchmark.com/Kingston-SSDNow-V300-480GB/Rating/3480
SSD,,Samsung,PM830 mSATA 64GB,778,50.5,136,https://ssd.userbenchmark.com/SpeedTest/4586/SAMSUNG-SSD-PM830-mSATA-64GB
SSD,PP120GS25SSDR,Patriot,Pyro 120GB,779,50.5,213,https://ssd.userbenchmark.com/Patriot-Pyro-120GB/Rating/2234
SSD,SV300S37A/60G,Kingston,SSDNow V300 60GB,780,50.4,10848,https://ssd.userbenchmark.com/SpeedTest/1905/KINGSTON-SV300S37A60G
SSD,SMS200S3/60G,Kingston,SSDNow mS200 mSATA 60GB,781,50.4,218,https://ssd.userbenchmark.com/SpeedTest/5751/KINGSTON-SMS200S360G
SSD,MKNSSDCR60GB-DX,Mushkin,Chronos Deluxe 60GB,782,50.1,60,https://ssd.userbenchmark.com/SpeedTest/5641/MKNSSDCR60GB-DX
SSD,,PNY,SSD2SC120G3LC726B104-370P 120GB,783,49.9,42,https://ssd.userbenchmark.com/SpeedTest/8341/SSD2SC120G3LC726B104-370P
SSD,,Liteonit,LMS-32L6M mSATA 32GB,784,49.7,135,https://ssd.userbenchmark.com/SpeedTest/5079/LITEONIT-LMS-32L6M-mSATA-32GB
SSD,,Liteonit,LAT-256M2S 256GB,785,49.4,262,https://ssd.userbenchmark.com/SpeedTest/8201/LITEONIT-LAT-256M2S
SSD,MZMTE128HMGR-00000,Samsung,PM851 mSATA 128GB,786,49.3,1277,https://ssd.userbenchmark.com/SpeedTest/13404/SAMSUNG-MZMTE128HMGR-000
SSD,CSSD-F120GBLS,Corsair,Force LS 120GB,787,49.1,3905,https://ssd.userbenchmark.com/SpeedTest/5526/Corsair-Force-LS-SSD
SSD,,Adata,XM11 128GB,788,49.1,104,https://ssd.userbenchmark.com/SpeedTest/8415/ADATA-XM11-128GB
